date,month,year,avg_temperature
9/26/1992,September,1992,13.5
9/25/1992,September,1992,9.85
9/24/1992,September,1992,9.14
9/23/1992,September,1992,12.55
9/22/1992,September,1992,14.2
9/21/1992,September,1992,12.65
9/20/1992,September,1992,14.75
9/19/1992,September,1992,15.9
9/18/1992,September,1992,15.55
9/17/1992,September,1992,16.64
9/16/1992,September,1992,18.05
9/15/1992,September,1992,16.45
9/14/1992,September,1992,14.95
9/13/1992,September,1992,12.95
9/12/1992,September,1992,12.5
9/11/1992,September,1992,19.39
9/10/1992,September,1992,20
9/9/1992,September,1992,19.64
9/8/1992,September,1992,18.14
9/7/1992,September,1992,15.8
9/6/1992,September,1992,14.8
9/5/1992,September,1992,15.5
9/4/1992,September,1992,12.35
9/3/1992,September,1992,15.05
9/2/1992,September,1992,15.89
9/1/1992,September,1992,16.5
8/31/1992,August,1992,17.25
8/30/1992,August,1992,18.2
8/29/1992,August,1992,18.55
8/28/1992,August,1992,21.95
8/27/1992,August,1992,18.55
8/26/1992,August,1992,19.7
8/25/1992,August,1992,22.1
8/24/1992,August,1992,19.45
8/23/1992,August,1992,17.2
8/22/1992,August,1992,19.75
8/21/1992,August,1992,17.29
8/20/1992,August,1992,17.25
8/19/1992,August,1992,19.85
8/18/1992,August,1992,20.2
8/17/1992,August,1992,19.8
8/16/1992,August,1992,16.1
8/15/1992,August,1992,15.35
8/14/1992,August,1992,14.05
8/13/1992,August,1992,16.64
8/12/1992,August,1992,17.14
8/11/1992,August,1992,16.89
8/10/1992,August,1992,18
8/9/1992,August,1992,16.1
8/8/1992,August,1992,18.29
8/7/1992,August,1992,20.14
8/6/1992,August,1992,18.7
8/5/1992,August,1992,18.2
8/4/1992,August,1992,18.75
8/3/1992,August,1992,17
8/2/1992,August,1992,16.85
8/1/1992,August,1992,16.55
7/31/1992,July,1992,18.85
7/30/1992,July,1992,21
7/29/1992,July,1992,20.45
7/28/1992,July,1992,18.89
7/27/1992,July,1992,16.1
7/26/1992,July,1992,16.85
7/25/1992,July,1992,19.8
7/24/1992,July,1992,18.05
7/23/1992,July,1992,17.35
7/22/1992,July,1992,18.1
7/21/1992,July,1992,17.25
7/20/1992,July,1992,16.6
7/19/1992,July,1992,18.3
7/18/1992,July,1992,14.45
7/17/1992,July,1992,15.5
7/16/1992,July,1992,16.64
7/15/1992,July,1992,14.3
7/14/1992,July,1992,12.45
7/13/1992,July,1992,11.6
7/12/1992,July,1992,18.85
7/11/1992,July,1992,18.75
7/10/1992,July,1992,19.6
7/9/1992,July,1992,14.4
7/8/1992,July,1992,17.55
7/7/1992,July,1992,16
7/6/1992,July,1992,12.4
7/5/1992,July,1992,11.45
7/4/1992,July,1992,12
7/3/1992,July,1992,12.5
7/2/1992,July,1992,12.45
7/1/1992,July,1992,15.3
6/30/1992,June,1992,16.55
6/29/1992,June,1992,14.45
6/28/1992,June,1992,16.2
6/27/1992,June,1992,15.75
6/26/1992,June,1992,17.1
6/25/1992,June,1992,12.85
6/24/1992,June,1992,14.75
6/23/1992,June,1992,13.4
6/22/1992,June,1992,11.1
6/21/1992,June,1992,15.3
6/20/1992,June,1992,15.05
6/19/1992,June,1992,17.35
6/18/1992,June,1992,14.95
6/17/1992,June,1992,16.25
6/16/1992,June,1992,13.8
6/15/1992,June,1992,15.05
6/14/1992,June,1992,15.4
6/13/1992,June,1992,15.45
6/12/1992,June,1992,17.8
6/11/1992,June,1992,12.64
6/10/1992,June,1992,15.9
6/9/1992,June,1992,18.1
6/8/1992,June,1992,16.3
6/7/1992,June,1992,14.9
6/6/1992,June,1992,9.44
6/5/1992,June,1992,9.05
6/4/1992,June,1992,15.7
6/3/1992,June,1992,15
6/2/1992,June,1992,12.25
6/1/1992,June,1992,13.89
5/31/1992,May,1992,13.6
5/30/1992,May,1992,15.3
5/29/1992,May,1992,15.05
5/28/1992,May,1992,11.4
5/27/1992,May,1992,5.25
5/26/1992,May,1992,6.05
5/25/1992,May,1992,6
5/24/1992,May,1992,13.15
5/23/1992,May,1992,16.64
5/22/1992,May,1992,20.39
5/21/1992,May,1992,12.2
5/20/1992,May,1992,8.7
5/19/1992,May,1992,9.25
5/18/1992,May,1992,11.2
5/17/1992,May,1992,4.15
5/16/1992,May,1992,5.75
5/15/1992,May,1992,10.05
5/14/1992,May,1992,11.35
5/13/1992,May,1992,12.2
5/12/1992,May,1992,5.9
5/11/1992,May,1992,5.8
5/10/1992,May,1992,8.69
5/9/1992,May,1992,7.9
5/8/1992,May,1992,3.55
5/7/1992,May,1992,4
5/6/1992,May,1992,2.85
5/5/1992,May,1992,3.25
5/4/1992,May,1992,3.5
5/3/1992,May,1992,5.65
5/2/1992,May,1992,3.95
5/1/1992,May,1992,6.85
4/30/1992,April,1992,3.3
4/29/1992,April,1992,2.65
4/28/1992,April,1992,4.05
4/27/1992,April,1992,1.9
4/26/1992,April,1992,0.6
4/25/1992,April,1992,-0.2
4/24/1992,April,1992,0.7
4/23/1992,April,1992,7.25
4/22/1992,April,1992,9.65
4/21/1992,April,1992,10.4
4/20/1992,April,1992,2.85
4/19/1992,April,1992,2.95
4/18/1992,April,1992,4.15
4/17/1992,April,1992,0.05
4/16/1992,April,1992,2.85
4/15/1992,April,1992,1.79
4/14/1992,April,1992,-0.69
4/13/1992,April,1992,-1.95
4/12/1992,April,1992,-1.2
4/11/1992,April,1992,-0.7
4/10/1992,April,1992,3.8
4/9/1992,April,1992,3.5
4/8/1992,April,1992,0.89
4/7/1992,April,1992,-0.04
4/6/1992,April,1992,0.19
4/5/1992,April,1992,3.95
4/4/1992,April,1992,2.5
4/3/1992,April,1992,-0.25
4/2/1992,April,1992,-0.64
4/1/1992,April,1992,1.9
3/31/1992,March,1992,3
3/30/1992,March,1992,3.4
3/29/1992,March,1992,3.05
3/28/1992,March,1992,3.7
3/27/1992,March,1992,2.55
3/26/1992,March,1992,-0.85
3/25/1992,March,1992,-3.45
3/24/1992,March,1992,-3.45
3/23/1992,March,1992,-3.5
3/22/1992,March,1992,-4.65
3/21/1992,March,1992,-7.19
3/20/1992,March,1992,-7.75
3/19/1992,March,1992,-5.4
3/18/1992,March,1992,-3.4
3/17/1992,March,1992,-4.7
3/16/1992,March,1992,-6.9
3/15/1992,March,1992,-8.19
3/14/1992,March,1992,-8.1
3/13/1992,March,1992,-3.55
3/12/1992,March,1992,2.5
3/11/1992,March,1992,2.09
3/10/1992,March,1992,-4.94
3/9/1992,March,1992,-2.35
3/8/1992,March,1992,3.8
3/7/1992,March,1992,-1.2
3/6/1992,March,1992,-4.9
3/5/1992,March,1992,0.25
3/4/1992,March,1992,-4.89
3/3/1992,March,1992,-4.5
3/2/1992,March,1992,-10.19
3/1/1992,March,1992,-14.65
2/29/1992,February,1992,-5.65
2/28/1992,February,1992,-2.55
2/27/1992,February,1992,-0.39
2/26/1992,February,1992,-0.55
2/25/1992,February,1992,-8.44
2/24/1992,February,1992,-8.55
2/23/1992,February,1992,-4.34
2/22/1992,February,1992,-7.05
2/21/1992,February,1992,-5.5
2/20/1992,February,1992,-0.6
2/19/1992,February,1992,2.19
2/18/1992,February,1992,-1.95
2/17/1992,February,1992,0
2/16/1992,February,1992,1.04
2/15/1992,February,1992,-7.94
2/14/1992,February,1992,-4.8
2/13/1992,February,1992,-9.05
2/12/1992,February,1992,-8.5
2/11/1992,February,1992,-4.95
2/10/1992,February,1992,-9.6
2/9/1992,February,1992,-4.05
2/8/1992,February,1992,-5
2/7/1992,February,1992,-12.65
2/6/1992,February,1992,-10.4
2/5/1992,February,1992,-7.44
2/4/1992,February,1992,-7.5
2/3/1992,February,1992,-4.7
2/2/1992,February,1992,-2.44
2/1/1992,February,1992,-3.2
1/31/1992,January,1992,-1.54
1/30/1992,January,1992,-3.09
1/29/1992,January,1992,-3.15
1/28/1992,January,1992,-11.75
1/27/1992,January,1992,-13.8
1/26/1992,January,1992,-14
1/25/1992,January,1992,-7.05
1/24/1992,January,1992,4.44
1/23/1992,January,1992,-6.35
1/22/1992,January,1992,-13.8
1/21/1992,January,1992,-13.25
1/20/1992,January,1992,-12.25
1/19/1992,January,1992,-13.65
1/18/1992,January,1992,-9.69
1/17/1992,January,1992,-14.7
1/16/1992,January,1992,-11.45
1/15/1992,January,1992,-1.59
1/14/1992,January,1992,3.7
1/13/1992,January,1992,-4.05
1/12/1992,January,1992,-11.5
1/11/1992,January,1992,-8.05
1/10/1992,January,1992,-0.29
1/9/1992,January,1992,-3.8
1/8/1992,January,1992,-2.59
1/7/1992,January,1992,2.3
1/6/1992,January,1992,4.65
1/5/1992,January,1992,4.34
1/4/1992,January,1992,-1.75
1/3/1992,January,1992,0.09
1/2/1992,January,1992,-5.65
1/1/1992,January,1992,-6.55
12/31/1991,December,1991,-6
12/30/1991,December,1991,-3.3
12/29/1991,December,1991,-1.95
12/28/1991,December,1991,-6.05
12/27/1991,December,1991,-3.59
12/26/1991,December,1991,-9.89
12/25/1991,December,1991,-6.9
12/24/1991,December,1991,1.05
12/23/1991,December,1991,0.75
12/22/1991,December,1991,-2.04
12/21/1991,December,1991,-4.8
12/20/1991,December,1991,-11.7
12/19/1991,December,1991,-8.4
12/18/1991,December,1991,-4
12/17/1991,December,1991,-8
12/16/1991,December,1991,-5.65
12/15/1991,December,1991,2.29
12/14/1991,December,1991,6.4
12/13/1991,December,1991,4.89
12/12/1991,December,1991,2.15
12/11/1991,December,1991,0.14
12/10/1991,December,1991,-0.75
12/9/1991,December,1991,3.8
12/8/1991,December,1991,0.29
12/7/1991,December,1991,-4.89
12/6/1991,December,1991,-4.75
12/5/1991,December,1991,-8.75
12/4/1991,December,1991,2.65
12/3/1991,December,1991,-2.29
12/2/1991,December,1991,1.6
12/1/1991,December,1991,7.6
11/30/1991,November,1991,3.35
11/29/1991,November,1991,1.45
11/28/1991,November,1991,2.35
11/27/1991,November,1991,-1.14
11/26/1991,November,1991,1.35
11/25/1991,November,1991,9.05
11/24/1991,November,1991,8.85
11/23/1991,November,1991,4.55
11/22/1991,November,1991,5.55
11/21/1991,November,1991,11.4
11/20/1991,November,1991,11
11/19/1991,November,1991,7.85
11/18/1991,November,1991,3.15
11/17/1991,November,1991,1.35
11/16/1991,November,1991,5.9
11/15/1991,November,1991,4.25
11/14/1991,November,1991,3.85
11/13/1991,November,1991,4.45
11/12/1991,November,1991,7.1
11/11/1991,November,1991,10.15
11/10/1991,November,1991,3.55
11/9/1991,November,1991,2.35
11/8/1991,November,1991,6.05
11/7/1991,November,1991,5.55
11/6/1991,November,1991,3.45
11/5/1991,November,1991,4.59
11/4/1991,November,1991,10.25
11/3/1991,November,1991,12.15
11/2/1991,November,1991,13.35
11/1/1991,November,1991,11.4
10/31/1991,October,1991,9.05
10/30/1991,October,1991,5.65
10/29/1991,October,1991,3.55
10/28/1991,October,1991,7.9
10/27/1991,October,1991,12.1
10/26/1991,October,1991,14.6
10/25/1991,October,1991,12.45
10/24/1991,October,1991,8.6
10/23/1991,October,1991,6.65
10/22/1991,October,1991,6.19
10/21/1991,October,1991,3.8
10/20/1991,October,1991,7.2
10/19/1991,October,1991,13.35
10/18/1991,October,1991,14.05
10/17/1991,October,1991,14.7
10/16/1991,October,1991,12.8
10/15/1991,October,1991,8.1
10/14/1991,October,1991,7.25
10/13/1991,October,1991,9.85
10/12/1991,October,1991,12.85
10/11/1991,October,1991,15.35
10/10/1991,October,1991,13.3
10/9/1991,October,1991,8.79
10/8/1991,October,1991,8.5
10/7/1991,October,1991,11.65
10/6/1991,October,1991,14.05
10/5/1991,October,1991,12.75
10/4/1991,October,1991,15.3
10/3/1991,October,1991,16.25
10/2/1991,October,1991,13.85
10/1/1991,October,1991,7.4
9/30/1991,September,1991,7.05
9/29/1991,September,1991,9.69
9/28/1991,September,1991,12.1
9/27/1991,September,1991,15.7
9/26/1991,September,1991,18.35
9/25/1991,September,1991,14.95
9/24/1991,September,1991,14.4
9/23/1991,September,1991,11.75
9/22/1991,September,1991,11.1
9/21/1991,September,1991,9.6
9/20/1991,September,1991,11.85
9/19/1991,September,1991,18.5
9/18/1991,September,1991,19.6
9/17/1991,September,1991,16.95
9/16/1991,September,1991,14.4
9/15/1991,September,1991,13.55
9/14/1991,September,1991,14.35
9/13/1991,September,1991,12.55
9/12/1991,September,1991,11.35
9/11/1991,September,1991,14.14
9/10/1991,September,1991,13.9
9/9/1991,September,1991,13.5
9/8/1991,September,1991,18.39
9/7/1991,September,1991,18.14
9/6/1991,September,1991,16.3
9/5/1991,September,1991,15.95
9/4/1991,September,1991,15.95
9/3/1991,September,1991,16.39
9/2/1991,September,1991,12.15
9/1/1991,September,1991,10.45
8/31/1991,August,1991,16.55
8/30/1991,August,1991,20.65
8/29/1991,August,1991,21.25
8/28/1991,August,1991,18
8/27/1991,August,1991,19.14
8/26/1991,August,1991,15
8/25/1991,August,1991,14.45
8/24/1991,August,1991,15.95
8/23/1991,August,1991,18.25
8/22/1991,August,1991,18.6
8/21/1991,August,1991,16.1
8/20/1991,August,1991,19.89
8/19/1991,August,1991,19.05
8/18/1991,August,1991,19.89
8/17/1991,August,1991,22.4
8/16/1991,August,1991,21.8
8/15/1991,August,1991,23
8/14/1991,August,1991,24
8/13/1991,August,1991,21.05
8/12/1991,August,1991,19.14
8/11/1991,August,1991,20.95
8/10/1991,August,1991,17.45
8/9/1991,August,1991,17.35
8/8/1991,August,1991,20.04
8/7/1991,August,1991,22.05
8/6/1991,August,1991,17
8/5/1991,August,1991,14.2
8/4/1991,August,1991,17.14
8/3/1991,August,1991,18.05
8/2/1991,August,1991,17.35
8/1/1991,August,1991,19.3
7/31/1991,July,1991,17.25
7/30/1991,July,1991,20.14
7/29/1991,July,1991,21.85
7/28/1991,July,1991,21.25
7/27/1991,July,1991,20.05
7/26/1991,July,1991,20.25
7/25/1991,July,1991,21.4
7/24/1991,July,1991,22.2
7/23/1991,July,1991,16.39
7/22/1991,July,1991,19.89
7/21/1991,July,1991,21.35
7/20/1991,July,1991,21.04
7/19/1991,July,1991,23.54
7/18/1991,July,1991,21.2
7/17/1991,July,1991,21.15
7/16/1991,July,1991,21.79
7/15/1991,July,1991,20.25
7/14/1991,July,1991,16.6
7/13/1991,July,1991,17.14
7/12/1991,July,1991,20.65
7/11/1991,July,1991,18.85
7/10/1991,July,1991,18.39
7/9/1991,July,1991,18.45
7/8/1991,July,1991,15.25
7/7/1991,July,1991,16.05
7/6/1991,July,1991,15.3
7/5/1991,July,1991,16.1
7/4/1991,July,1991,13.64
7/3/1991,July,1991,15.35
7/2/1991,July,1991,17.25
7/1/1991,July,1991,15.64
6/30/1991,June,1991,15.6
6/29/1991,June,1991,19.1
6/28/1991,June,1991,20.35
6/27/1991,June,1991,17.3
6/26/1991,June,1991,19.39
6/25/1991,June,1991,19.55
6/24/1991,June,1991,11.4
6/23/1991,June,1991,11.25
6/22/1991,June,1991,15.95
6/21/1991,June,1991,21
6/20/1991,June,1991,20.14
6/19/1991,June,1991,15.75
6/18/1991,June,1991,14.4
6/17/1991,June,1991,9.8
6/16/1991,June,1991,12
6/15/1991,June,1991,11.89
6/14/1991,June,1991,8.9
6/13/1991,June,1991,12.6
6/12/1991,June,1991,13.89
6/11/1991,June,1991,16.64
6/10/1991,June,1991,15.7
6/9/1991,June,1991,14.7
6/8/1991,June,1991,16.75
6/7/1991,June,1991,16.25
6/6/1991,June,1991,11.4
6/5/1991,June,1991,7.44
6/4/1991,June,1991,9.6
6/3/1991,June,1991,14.1
6/2/1991,June,1991,13.8
6/1/1991,June,1991,9.19
5/31/1991,May,1991,9.6
5/30/1991,May,1991,12.8
5/29/1991,May,1991,12.2
5/28/1991,May,1991,9
5/27/1991,May,1991,9.8
5/26/1991,May,1991,14.3
5/25/1991,May,1991,20.35
5/24/1991,May,1991,9.9
5/23/1991,May,1991,6.7
5/22/1991,May,1991,10.9
5/21/1991,May,1991,13.85
5/20/1991,May,1991,12.6
5/19/1991,May,1991,3.25
5/18/1991,May,1991,2.54
5/17/1991,May,1991,13.05
5/16/1991,May,1991,10.7
5/15/1991,May,1991,9.5
5/14/1991,May,1991,10.55
5/13/1991,May,1991,12.65
5/12/1991,May,1991,9.4
5/11/1991,May,1991,9.75
5/10/1991,May,1991,10.3
5/9/1991,May,1991,10.7
5/8/1991,May,1991,11.75
5/7/1991,May,1991,8.19
5/6/1991,May,1991,8.44
5/5/1991,May,1991,8.94
5/4/1991,May,1991,7.5
5/3/1991,May,1991,6.45
5/2/1991,May,1991,9.25
5/1/1991,May,1991,3.65
4/30/1991,April,1991,3.84
4/29/1991,April,1991,7.65
4/28/1991,April,1991,4.7
4/27/1991,April,1991,6.1
4/26/1991,April,1991,8.35
4/25/1991,April,1991,8.35
4/24/1991,April,1991,9.45
4/23/1991,April,1991,5.6
4/22/1991,April,1991,4.4
4/21/1991,April,1991,4.34
4/20/1991,April,1991,2.75
4/19/1991,April,1991,0.89
4/18/1991,April,1991,0.19
4/17/1991,April,1991,1.54
4/16/1991,April,1991,0.65
4/15/1991,April,1991,8
4/14/1991,April,1991,2.35
4/13/1991,April,1991,0.54
4/12/1991,April,1991,-2.2
4/11/1991,April,1991,2.5
4/10/1991,April,1991,1.2
4/9/1991,April,1991,3.55
4/8/1991,April,1991,2.85
4/7/1991,April,1991,4.2
4/6/1991,April,1991,10.25
4/5/1991,April,1991,9.1
4/4/1991,April,1991,5.7
4/3/1991,April,1991,2.9
4/2/1991,April,1991,0.25
4/1/1991,April,1991,-1.55
3/31/1991,March,1991,-0.9
3/30/1991,March,1991,1
3/29/1991,March,1991,4.9
3/28/1991,March,1991,3
3/27/1991,March,1991,2.65
3/26/1991,March,1991,0.25
3/25/1991,March,1991,0.09
3/24/1991,March,1991,-1.4
3/23/1991,March,1991,-2.55
3/22/1991,March,1991,-1.44
3/21/1991,March,1991,-1.09
3/20/1991,March,1991,1
3/19/1991,March,1991,3.45
3/18/1991,March,1991,2.75
3/17/1991,March,1991,-1.04
3/16/1991,March,1991,-2.1
3/15/1991,March,1991,-1.15
3/14/1991,March,1991,0.25
3/13/1991,March,1991,1.45
3/12/1991,March,1991,0.04
3/11/1991,March,1991,-0.65
3/10/1991,March,1991,0.8
3/9/1991,March,1991,-1.65
3/8/1991,March,1991,-0.3
3/7/1991,March,1991,-0.5
3/6/1991,March,1991,1.85
3/5/1991,March,1991,3.5
3/4/1991,March,1991,3.35
3/3/1991,March,1991,3.25
3/2/1991,March,1991,4.7
3/1/1991,March,1991,-3.5
2/28/1991,February,1991,-4.65
2/27/1991,February,1991,-8.19
2/26/1991,February,1991,-5.35
2/25/1991,February,1991,-3.25
2/24/1991,February,1991,-8.5
2/23/1991,February,1991,-5.8
2/22/1991,February,1991,1.85
2/21/1991,February,1991,0.65
2/20/1991,February,1991,3.59
2/19/1991,February,1991,-3.7
2/18/1991,February,1991,-4.75
2/17/1991,February,1991,-6.05
2/16/1991,February,1991,-2.65
2/15/1991,February,1991,4.85
2/14/1991,February,1991,-3.25
2/13/1991,February,1991,-11.6
2/12/1991,February,1991,-10.39
2/11/1991,February,1991,-6.65
2/10/1991,February,1991,-0.6
2/9/1991,February,1991,-0.55
2/8/1991,February,1991,1.85
2/7/1991,February,1991,-1.29
2/6/1991,February,1991,-0.35
2/5/1991,February,1991,1.45
2/4/1991,February,1991,-0.5
2/3/1991,February,1991,5.35
2/2/1991,February,1991,-6.65
2/1/1991,February,1991,-12.35
1/31/1991,January,1991,-1.44
1/30/1991,January,1991,1
1/29/1991,January,1991,-1.35
1/28/1991,January,1991,-1.2
1/27/1991,January,1991,-2.44
1/26/1991,January,1991,-11.3
1/25/1991,January,1991,-11.65
1/24/1991,January,1991,-1.44
1/23/1991,January,1991,-10.65
1/22/1991,January,1991,-15.45
1/21/1991,January,1991,-10.55
1/20/1991,January,1991,-2.7
1/19/1991,January,1991,-7.2
1/18/1991,January,1991,-1.25
1/17/1991,January,1991,3.45
1/16/1991,January,1991,-2.95
1/15/1991,January,1991,-6.2
1/14/1991,January,1991,-7.9
1/13/1991,January,1991,-5.2
1/12/1991,January,1991,-8.1
1/11/1991,January,1991,-15.05
1/10/1991,January,1991,-6.4
1/9/1991,January,1991,-8.65
1/8/1991,January,1991,-17.1
1/7/1991,January,1991,-10.3
1/6/1991,January,1991,-1.8
1/5/1991,January,1991,-2.4
1/4/1991,January,1991,-7.65
1/3/1991,January,1991,-5.85
1/2/1991,January,1991,-1.65
1/1/1991,January,1991,-10.1
12/31/1990,December,1990,-1.45
12/30/1990,December,1990,6.1
12/29/1990,December,1990,-0.25
12/28/1990,December,1990,-9.4
12/27/1990,December,1990,-9.75
12/26/1990,December,1990,-1.2
12/25/1990,December,1990,-3.8
12/24/1990,December,1990,5.05
12/23/1990,December,1990,9.4
12/22/1990,December,1990,8.39
12/21/1990,December,1990,-1.19
12/20/1990,December,1990,-4.7
12/19/1990,December,1990,5.2
12/18/1990,December,1990,4.4
12/17/1990,December,1990,2
12/16/1990,December,1990,5.19
12/15/1990,December,1990,-3.24
12/14/1990,December,1990,-2.5
12/13/1990,December,1990,0.54
12/12/1990,December,1990,-4.9
12/11/1990,December,1990,-5.95
12/10/1990,December,1990,0.25
12/9/1990,December,1990,4.5
12/8/1990,December,1990,6.45
12/7/1990,December,1990,4
12/6/1990,December,1990,0.3
12/5/1990,December,1990,5.55
12/4/1990,December,1990,2.29
12/3/1990,December,1990,-2.15
12/2/1990,December,1990,5.05
12/1/1990,December,1990,-0.3
11/30/1990,November,1990,0.54
11/29/1990,November,1990,8.85
11/28/1990,November,1990,10.4
11/27/1990,November,1990,1.7
11/26/1990,November,1990,2.09
11/25/1990,November,1990,7
11/24/1990,November,1990,6.5
11/23/1990,November,1990,2.8
11/22/1990,November,1990,3.85
11/21/1990,November,1990,2.6
11/20/1990,November,1990,4.05
11/19/1990,November,1990,7.15
11/18/1990,November,1990,6.75
11/17/1990,November,1990,8.19
11/16/1990,November,1990,7.55
11/15/1990,November,1990,4.75
11/14/1990,November,1990,2.8
11/13/1990,November,1990,-0.64
11/12/1990,November,1990,0.19
11/11/1990,November,1990,5.94
11/10/1990,November,1990,3.85
11/9/1990,November,1990,0.95
11/8/1990,November,1990,-0.75
11/7/1990,November,1990,1.79
11/6/1990,November,1990,6.7
11/5/1990,November,1990,6.15
11/4/1990,November,1990,9.3
11/3/1990,November,1990,7.65
11/2/1990,November,1990,4.09
11/1/1990,November,1990,1.65
10/31/1990,October,1990,3.85
10/30/1990,October,1990,5.4
10/29/1990,October,1990,8.19
10/28/1990,October,1990,3.59
10/27/1990,October,1990,3.5
10/26/1990,October,1990,5.35
10/25/1990,October,1990,8.94
10/24/1990,October,1990,12.4
10/23/1990,October,1990,11.45
10/22/1990,October,1990,11.3
10/21/1990,October,1990,4.55
10/20/1990,October,1990,6.15
10/19/1990,October,1990,11.55
10/18/1990,October,1990,15.7
10/17/1990,October,1990,10.85
10/16/1990,October,1990,11.8
10/15/1990,October,1990,17
10/14/1990,October,1990,17.05
10/13/1990,October,1990,17.35
10/12/1990,October,1990,16.25
10/11/1990,October,1990,11.3
10/10/1990,October,1990,12.55
10/9/1990,October,1990,13.9
10/8/1990,October,1990,13.3
10/7/1990,October,1990,18.3
10/6/1990,October,1990,14.4
10/5/1990,October,1990,13.8
10/4/1990,October,1990,9.25
10/3/1990,October,1990,7.4
10/2/1990,October,1990,11.25
10/1/1990,October,1990,13.25
9/30/1990,September,1990,14.1
9/29/1990,September,1990,15.35
9/28/1990,September,1990,16.14
9/27/1990,September,1990,14.35
9/26/1990,September,1990,12.39
9/25/1990,September,1990,13.6
9/24/1990,September,1990,14.5
9/23/1990,September,1990,15.3
9/22/1990,September,1990,11.8
9/21/1990,September,1990,12.75
9/20/1990,September,1990,12.5
9/19/1990,September,1990,10.9
9/18/1990,September,1990,10.55
9/17/1990,September,1990,13.55
9/16/1990,September,1990,16.7
9/15/1990,September,1990,18.45
9/14/1990,September,1990,13.15
9/13/1990,September,1990,15.45
9/12/1990,September,1990,13.8
9/11/1990,September,1990,17
9/10/1990,September,1990,17.5
9/9/1990,September,1990,12.1
9/8/1990,September,1990,12.14
9/7/1990,September,1990,17.95
9/6/1990,September,1990,16.39
9/5/1990,September,1990,16.5
9/4/1990,September,1990,13.9
9/3/1990,September,1990,14.2
9/2/1990,September,1990,19.39
9/1/1990,September,1990,18.14
8/31/1990,August,1990,19.7
8/30/1990,August,1990,19.1
8/29/1990,August,1990,19.2
8/28/1990,August,1990,21.75
8/27/1990,August,1990,20.6
8/26/1990,August,1990,22.6
8/25/1990,August,1990,19.1
8/24/1990,August,1990,20.35
8/23/1990,August,1990,17.89
8/22/1990,August,1990,15.25
8/21/1990,August,1990,14.95
8/20/1990,August,1990,14.5
8/19/1990,August,1990,14.75
8/18/1990,August,1990,19.75
8/17/1990,August,1990,20.39
8/16/1990,August,1990,20.5
8/15/1990,August,1990,20.1
8/14/1990,August,1990,20.1
8/13/1990,August,1990,20.79
8/12/1990,August,1990,21.55
8/11/1990,August,1990,21.6
8/10/1990,August,1990,21.2
8/9/1990,August,1990,21.15
8/8/1990,August,1990,18.89
8/7/1990,August,1990,17.89
8/6/1990,August,1990,19.14
8/5/1990,August,1990,19.29
8/4/1990,August,1990,20.9
8/3/1990,August,1990,22.35
8/2/1990,August,1990,19.85
8/1/1990,August,1990,19.39
7/31/1990,July,1990,18.45
7/30/1990,July,1990,21.75
7/29/1990,July,1990,20.5
7/28/1990,July,1990,18.5
7/27/1990,July,1990,20.75
7/26/1990,July,1990,19.8
7/25/1990,July,1990,20
7/24/1990,July,1990,20.55
7/23/1990,July,1990,16.75
7/22/1990,July,1990,19.85
7/21/1990,July,1990,19.8
7/20/1990,July,1990,21.05
7/19/1990,July,1990,21.75
7/18/1990,July,1990,25.29
7/17/1990,July,1990,23.1
7/16/1990,July,1990,18.5
7/15/1990,July,1990,22.5
7/14/1990,July,1990,19.55
7/13/1990,July,1990,19.2
7/12/1990,July,1990,18.8
7/11/1990,July,1990,18.39
7/10/1990,July,1990,18.7
7/9/1990,July,1990,14
7/8/1990,July,1990,15.75
7/7/1990,July,1990,14.8
7/6/1990,July,1990,16.8
7/5/1990,July,1990,19.75
7/4/1990,July,1990,18.14
7/3/1990,July,1990,15.5
7/2/1990,July,1990,15.3
7/1/1990,July,1990,14.2
6/30/1990,June,1990,14.55
6/29/1990,June,1990,17.75
6/28/1990,June,1990,16.89
6/27/1990,June,1990,16.6
6/26/1990,June,1990,17.39
6/25/1990,June,1990,18.1
6/24/1990,June,1990,14.25
6/23/1990,June,1990,10.05
6/22/1990,June,1990,14.55
6/21/1990,June,1990,17.2
6/20/1990,June,1990,16.75
6/19/1990,June,1990,15.5
6/18/1990,June,1990,16.5
6/17/1990,June,1990,16.8
6/16/1990,June,1990,16
6/15/1990,June,1990,13.85
6/14/1990,June,1990,13.2
6/13/1990,June,1990,11.85
6/12/1990,June,1990,13.5
6/11/1990,June,1990,9.19
6/10/1990,June,1990,11
6/9/1990,June,1990,13
6/8/1990,June,1990,16.29
6/7/1990,June,1990,11.65
6/6/1990,June,1990,13.55
6/5/1990,June,1990,14.15
6/4/1990,June,1990,12.15
6/3/1990,June,1990,14.89
6/2/1990,June,1990,17.3
6/1/1990,June,1990,14.85
5/31/1990,May,1990,9.69
5/30/1990,May,1990,8.9
5/29/1990,May,1990,13.25
5/28/1990,May,1990,16.39
5/27/1990,May,1990,12.4
5/26/1990,May,1990,8.94
5/25/1990,May,1990,8.5
5/24/1990,May,1990,5.25
5/23/1990,May,1990,4.25
5/22/1990,May,1990,5.45
5/21/1990,May,1990,5.6
5/20/1990,May,1990,6.45
5/19/1990,May,1990,5.85
5/18/1990,May,1990,3.75
5/17/1990,May,1990,6.75
5/16/1990,May,1990,8.69
5/15/1990,May,1990,10.25
5/14/1990,May,1990,8.6
